wife_familyname_std,husband_familyname_std,year,marriage_number
,Arimondo,1451,1
,Bembo,1779,1
,Canal,1560,1
,Sagredo,1777,1
,Guerra,1770,1
,Longo,1739,1
Sanudo,Gritti,1601,1
Sanudo,Malipiero,1490,1
Sanudo,Zeno,1522,1
Sanudo,Memmo,1520,1
Sanudo,Tron,1694,1
Sanudo,Zorzi,1442,1
Sanudo,Martinelli,1686,1
Sanudo,Gradenigo,1390,1
Sanudo,Polani,1574,1
Sanudo,Mosto,1582,1
Sanudo,Contarini,1460,1
Sanudo,Morosini,1567,1
Sanudo,Soranzo,1503,1
Sanudo,Bembo,1533,1
Sanudo,Ponte,1596,1
Sanudo,Longo,1553,1
Sanudo,Priuli,1643,1
Sanudo,Venier,1469,1
Sanudo,Garzoni,1569,1
Sanudo,Pasqualigo,1534,1
Sanudo,Dandolo,1459,1
Sanudo,Cocco,1513,1
Sanudo,Corner,1513,1
Sanudo,Foscari,1512,1
Sanudo,Bollani,1533,2
Sanudo,Zane,1534,1
Sanudo,Zane,1539,1
Sanudo,Michiel,1635,1
Sanudo,Dandolo,1682,1
Sanudo,Malipiero,1557,1
Sanudo,Malipiero,1508,1
Sanudo,Tiepolo,1622,1
Sanudo,Paruta,1463,1
Sanudo,Calbo,1555,1
Sanudo,Malipiero,1568,1
Sanudo,Basadonna,1523,1
Sanudo,Zulian,1508,1
Sanudo,Da Mula,1593,1
Sanudo,Donato,1524,1
Sanudo,Da Molin,1553,1
Sanudo,Dolfin,1479,1
Sanudo,Soranzo,1464,1
Sanudo,Ponte,1591,1
Sanudo,Zorzi,1491,1
Sanudo,Bembo,1720,1
Sanudo,Da Riva,1414,1
Sanudo,Zeno,1476,1
Sanudo,Falier,1505,1
Sanudo,Zorzi,1526,1
Sanudo,Contarini,1550,1
Sanudo,Salamon,1521,1
Sanudo,Zorzi,,1
Sanudo,Correr,1444,1
Sanudo,Bragadin,1462,2
Sanudo,Marin,1548,1
Sanudo,Badoer,1487,1
,Erizzo,1414,1
,Soranzo,1481,1
,Erizzo,1414,1
,Donato,1476,1
,Pizzamano,1679,1
,Bembo,1684,1
,Soranzo,1825,1
,Bonlini,1789,1
,Balbi,1787,1
,Bentivoglio,1658,1
Savorgnan,Venier,1545,1
Savorgnan,Michiel,1752,1
Savorgnan,Spinelli,1752,1
Savorgnan,Contarini,1633,1
Savorgnan,Bernardo,1647,2
Savorgnan,Ponte,1789,1
Savorgnan,Sagredo,1700,1
Savorgnan,Zorzi,1754,1
Savorgnan,Civran,1758,1
Savorgnan,Tiepolo,1522,1
Savorgnan,Collalto,1589,1
Savorgnan,Rezzonico,1757,1
Savorgnan,Gambara,1679,1
Savorgnan,Savorgnan,,1
Savorgnan,Contarini,1670,1
Savorgnan,Morosini,1692,2
Savorgnan,Savorgnan,1522,1
Savorgnan,Martinengo,1791,1
Savorgnan,Lambertini,1762,1
Savorgnan,Barbarigo,1712,1
Savorgnan,Savorgnan,,1
Savorgnan,Priuli,1674,1
Savorgnan,Celsi,1584,1
Savorgnan,Donato,1711,1
Savorgnan,Martinengo,1711,1
Savorgnan,Savorgnan,1719,1
Savorgnan,Nani,1795,1
Savorgnan,Garzoni,1540,1
Savorgnan,Zancaruol,1592,1
Savorgnan,Garzoni,1538,1
Savorgnan,Mosto,1595,1
Savorgnan,Bollani,1722,1
Savorgnan,Contarini,1793,1
,Contarini,1779,1
,Giustinian,1454,1
,Barbaro,1610,1
,Pisani,1649,1
,Lippomano,1654,1
,Barbaro,1615,1
,Minotto,1732,1
,Valier,1748,1
,Bembo,1799,1
,Bragadin,1812,2
,Corner,1733,1
,Bembo,1724,1
,Corner,1689,1
,Orio,1757,1
,Canal,1731,1
,Boldu,1695,1
,Trevisan,1467,1
,Bon,1819,1
,Gradenigo,,1
,Labia,1799,1
,Contarini,1787,1
,Benzon,1552,1
,Pasqualigo,1823,1
,Paruta,1587,1
,Zorzi,1672,1
,Martinengo,1684,1
,Foscarini,1783,1
,Pasqualigo,1586,1
,Malipiero,1542,1
,Pasqualigo,1578,1
,Loredan,1597,1
,Loredan,1598,1
,Pizzamano,1521,1
,Zane,1582,1
,Balbi,1534,1
,Pasqualigo,1613,1
,Semitecolo,1630,2
,Barbo,1645,1
,Da Molin,1675,2
Premuda,Malipiero,1687,1
Semitecolo,Dolfin,1774,1
Semitecolo,Balbi,1685,1
Semitecolo,Donato,1682,1
Semitecolo,Battagia,1573,1
Semitecolo,Gritti,1767,1
Semitecolo,Zorzi,1731,1
Semitecolo,Avonal,1445,1
Semitecolo,Corner,,1
Semitecolo,Badoer,1547,1
Semitecolo,Venier,1652,1
Semitecolo,Bembo,1680,1
Semitecolo,Dolfin,1682,1
Semitecolo,Longo,1607,1
Semitecolo,Zorzi,1703,1
Semitecolo,Tiepolo,1607,1
Semitecolo,Gradenigo,1529,1
Semitecolo,Barbaro,1692,1
Semitecolo,Magno,1562,1
Semitecolo,Bembo,1782,1
Semitecolo,Corner,1598,1
Semitecolo,Contarini,1640,1
Semitecolo,Balbi,1676,1
Semitecolo,Baseggio,1755,1
Semitecolo,Dandolo,1785,1
Semitecolo,Calergi,1601,1
Semitecolo,Avonal,1616,1
Semitecolo,Venier,1822,1
Semitecolo,Priuli,1709,1
Semitecolo,Canal,1599,1
,Corner,1533,1
,Badoer,,1
,Venier,1644,1
,Lippomano,1583,1
,Pasqualigo,1588,1
,Michiel,1603,1
,Orio,1788,1
,Dolfin,1500,1
,Beregan,1783,1
,Michiel,1437,1
,Corner,1676,1
,Venier,,1
Signolo,Michiel,,1
Signolo,Surian,,1
,Grassi,,1
,Collalto,1733,1
,Rosso,,1
,Pasqualigo,1764,1
,Pesaro,1521,1
,Barbarigo,1537,1
,Pizzamano,1773,1
,Martinelli,,1
,Badoer,1490,1
,Contarini,,1
Soderini,Condulmer,1808,1
Soderini,Renier,1718,1
Soderini,Benzon,1716,1
Soderini,Querini,1662,2
Soderini,Gussoni,1666,1
Soderini,Basadonna,1689,2
,Mosto,1649,1
,Benzon,1465,1
,Canal,1721,1
,Contarini,1577,1
,Badoer,1441,1
,Badoer,1441,1
,Mosto,1493,1
,Michiel,1562,1
,Zeno,1459,1
,Venier,1479,1
,Michiel,1523,1
,Zane,1582,1
,Avogadro,1783,1
,Querini,1800,2
,Zorzi,1765,1
,Venier,1540,1
Soranzo,Capello,1451,1
Soranzo,Gritti,,1
Soranzo,Loredan,1654,1
Soranzo,Corner,1774,1
Soranzo,Barbarigo,1539,1
Soranzo,Contarini,1430,1
Soranzo,Corner,1472,1
Soranzo,Da Molin,1640,1
Soranzo,Canal,1642,2
Soranzo,Celsi,1713,1
Soranzo,Zorzi,1785,1
Soranzo,Corner,1682,1
Soranzo,Barozzi,1698,2
Soranzo,Vendramin,1778,1
Soranzo,Barbaro,1805,1
Soranzo,Deddo,1743,1
Soranzo,Barbaro,1733,1
Soranzo,Acquisti,1743,1
Soranzo,Corner,1759,1
Soranzo,Morosini,1625,1
Soranzo,Zane,1528,1
Soranzo,Minio,1770,1
Soranzo,Marin,1566,1
Soranzo,Morosini,1534,1
Soranzo,Corner,1617,1
Soranzo,Barozzi,1690,1
Soranzo,Falier,1568,1
Soranzo,Querini,1786,1
Soranzo,Zane,1523,1
Soranzo,Gabriel,1405,1
Soranzo,Priuli,1600,1
Soranzo,Contarini,1799,1
Soranzo,Corner,1746,1
Soranzo,Zancaruol,1482,1
Soranzo,Fini,1796,1
Soranzo,Barbaro,1756,1
Soranzo,Morelli,1776,1
Soranzo,Manolesso,1458,1
Soranzo,Longo,1727,1
Soranzo,Avogadro,1793,1
Soranzo,Manin,1826,1
Soranzo,Malipiero,1531,1
Soranzo,Giustinian,1539,1
Soranzo,Cavalli,1651,1
Soranzo,Bragadin,1793,1
Soranzo,Venier,1791,1
Soranzo,Morosini,1565,1
Soranzo,Pasqualigo,1402,1
Soranzo,Contarini,1407,1
Soranzo,Morosini,1527,1
Soranzo,Piovene,1670,1
Soranzo,Dandolo,1622,1
Soranzo,Gradenigo,1623,1
Soranzo,Barbo,1674,1
Soranzo,Valier,1684,2
Soranzo,Morosini,1614,1
Soranzo,Trevisan,1651,1
Soranzo,Renier,1554,1
Soranzo,Giustinian,1569,1
Soranzo,Giustinian,,1
Soranzo,Donato,1562,2
Soranzo,Morosini,1636,3
Soranzo,Zeno,1450,1
Soranzo,Vendramin,1450,1
Soranzo,Contarini,1692,1
Soranzo,Malipiero,1776,1
Soranzo,Barbarigo,1659,1
Soranzo,Gradenigo,1722,1
Soranzo,Venier,1684,1
Soranzo,Pasqualigo,1747,1
Soranzo,Pesaro,1573,1
Soranzo,Deddo,1526,1
Soranzo,Contarini,1532,2
Soranzo,Da Molin,1582,1
Soranzo,Morosini,1407,1
Soranzo,Barbaro,1758,1
Soranzo,Bonlini,1786,1
Soranzo,Bernardo,1785,1
Soranzo,Barbarigo,1449,1
Soranzo,Vendramin,1543,1
Soranzo,Barbarigo,1567,1
Soranzo,Grimani,1578,1
Soranzo,Balbi,1766,1
Soranzo,Curti,1720,1
Soranzo,Corner,1794,1
Soranzo,Morosini,1400,1
Soranzo,Pisani,1575,1
Soranzo,Donato,1620,1
Soranzo,Zorzi,1793,1
Soranzo,Minio,1493,1
Soranzo,Morosini,1506,2
Soranzo,Ghisi,1517,3
Soranzo,Badoer,1505,2
Soranzo,Donato,1746,1
Soranzo,Mosto,1773,1
Soranzo,Grimani,1488,1
Soranzo,Contarini,1441,1
Soranzo,Querini,1446,2
Soranzo,Crotta,1680,1
Soranzo,Zorzi,1704,1
Soranzo,Corner,1789,1
Soranzo,Condulmer,1750,1
Soranzo,Longo,1695,1
Soranzo,Duodo,1610,1
Soranzo,Bon,1456,1
Soranzo,Mocenigo,1461,1
Soranzo,Gradenigo,1541,1
Soranzo,Bondumier,1558,1
Soranzo,Bon,1650,1
Soranzo,Contarini,1446,1
Soranzo,Salamon,1419,1
Soranzo,Corner,1707,1
Soranzo,Dolfin,1429,1
Soranzo,Giustinian,1417,1
Soranzo,Morosini,1471,1
Soranzo,Venier,1656,1
Soranzo,Soranzo,1634,1
Soranzo,Gradenigo,1463,1
Soranzo,Foscarini,1579,1
Soranzo,Contarini,1795,1
Soranzo,Zane,1789,1
Soranzo,Pasqualigo,1460,1
Soranzo,Falier,1389,1
Soranzo,Minotto,1676,1
Soranzo,Canal,1607,1
Soranzo,Morosini,1689,1
Soranzo,Donato,1655,1
Soranzo,Dolfin,1441,1
Soranzo,Soranzo,1703,1
Soranzo,Zane,1405,1
Soranzo,Battagia,1615,1
Soranzo,Michiel,1545,1
Soranzo,Soranzo,1562,1
Soranzo,Soranzo,,1
Soranzo,Michiel,1528,1
Soranzo,Pasqualigo,1766,1
Soranzo,Donato,1414,1
Soranzo,Bragadin,1779,1
Soranzo,Malipiero,1609,1
Soranzo,Dandolo,1612,2
Soranzo,Dolfin,1614,3
Soranzo,Morosini,1774,1
Soranzo,Contarini,1465,1
Soranzo,Papafava,,1
Soranzo,Condulmer,1553,1
Soranzo,Venier,1797,1
Soranzo,Contarini,1472,1
Soranzo,Michiel,1527,1
Soranzo,Contarini,1493,1
Soranzo,Valier,1451,1
Soranzo,Baseggio,1652,1
Soranzo,Grimani,1555,1
Soranzo,Gritti,1441,1
Soranzo,Priuli,1490,1
Soranzo,Pizzamano,1690,1
Soranzo,Contarini,1457,1
Soranzo,Da Riva,1772,1
Soranzo,Dolfin,1746,1
Soranzo,Gradenigo,1466,1
Soranzo,Dandolo,1423,1
Soranzo,Pesaro,1440,1
Soranzo,Giustinian,1551,1
Soranzo,Valier,1620,1
Soranzo,Giustinian,1636,1
Soranzo,Canal,1438,1
Soranzo,Cocco,1409,1
Soranzo,Capello,1449,1
Soranzo,Gradenigo,1445,1
Soranzo,Balbi,1716,1
Soranzo,Barozzi,1764,1
Soranzo,Trevisan,1401,1
Soranzo,Venier,1585,1
Soranzo,Dolfin,1450,1
Soranzo,Giustinian,1531,1
Soranzo,Querini,1596,1
Soranzo,Priuli,1490,1
Soranzo,Longo,1755,1
Soranzo,Falier,1603,1
Soranzo,Gradenigo,1510,1
Soranzo,Emo,1550,1
Soranzo,Contarini,1419,1
Soranzo,Soranzo,1407,1
Soranzo,Marin,1776,1
Soranzo,Loredan,1418,2
Soranzo,Salamon,1531,1
Soranzo,Contarini,1407,2
Soranzo,Da Molin,1616,1
,Contarini,,1
,Morosini,1430,1
,Pesaro,,1
,Querini,1795,1
,Melli,,1
,Lambertini,,1
,Michiel,1504,1
,Nani,1406,1
,Bragadin,1412,1
,Morosini,,1
,Marin,1504,1
,Trevisan,1511,1
,Ponte,1489,1
,Trevisan,1495,1
,Soranzo,1767,1
Spatafora,Spatafora,,1
,De Mezzo,1663,1
,Collalto,1645,1
,Panciera,,1
,Nadal,1745,1
,Spineda,,1
,Manolesso,1484,1
Spinelli,Minotto,1746,1
Spinelli,Grimani,1483,1
Spinelli,Grimani,1481,1
Spinelli,Civran,1667,1
Spinelli,Arimondo,1493,1
Spinelli,Boldu,1722,1
Spinelli,Canal,1728,1
,Balbi,1642,1
,Falier,1644,1
,Contarini,1644,1
,Rosso,1719,1
,Lombardo,,1
,Balbi,1712,1
,Venier,1555,1
,Contarini,1813,1
,Zancaruol,1628,1
,Da Molin,1659,1
,Contarini,1472,1
,Collalto,1708,1
,Polani,1714,1
,Priuli,1701,1
,Lombria,,1
,Contarini,1687,1
,Gradenigo,1433,1
,Baffo,1575,1
,Manolesso,1493,1
,Dandolo,1776,1
,Gritti,1587,1
,Deddo,1594,1
,Tiepolo,1524,1
,Giustinian,1585,1
Steno,Venier,,1
Steno,Venier,,1
,Deddo,1674,1
Storladi,Contarini,,1
Storladi,Minio,1417,1
Storladi,Morosini,1410,1
Storladi,Soranzo,1421,1
Stornello,Donato,1468,1
,Corner,1576,1
,Panciera,,1
,Dandolo,1645,1
,Morosini,1651,2
,Collalto,1690,1
,Bon,1743,1
,Foscarini,1751,2
,Soranzo,1795,1
,Pizzamano,1765,1
,Contarini,1465,1
,Marcello,1470,1
,Minio,1718,1
,Bentivoglio,1613,1
,Pepoli,1669,1
,Balbi,1775,1
,Avogadro,1561,1
,Martinengo,1550,1
,Martinengo,,1
,Pasqualigo,1619,1
,Morosini,1623,1
,Garzoni,1574,1
,Bembo,1618,1
,Badoer,1669,1
,Barbaran,1721,1
,Giustinian,1743,1
,Foscolo,1815,1
Surian,Sagredo,1554,1
Surian,Foscarini,1601,1
Surian,Badoer,1534,1
Surian,Bembo,1436,1
Surian,Bernardo,1449,1
Surian,Memmo,1567,1
Surian,Tagliapietra,1588,1
Surian,Priuli,1415,1
Surian,Navager,1426,2
Surian,Da Molin,1609,1
Surian,Pesaro,1631,1
Surian,Badoer,1533,1
Surian,Contarini,1482,1
Surian,Moro,1618,1
Surian,Priuli,1619,1
Surian,Zorzi,1459,1
Surian,Pisani,1612,1
Surian,Memmo,1604,1
Surian,Zorzi,1644,1
Surian,Bernardo,1640,1
Surian,Bragadin,1592,1
Surian,Giustinian,1636,1
Surian,Michiel,,1
Surian,Mosto,1544,1
Surian,Gabriel,1615,1
Surian,Pasqualigo,1640,2
Surian,Da Molin,1517,1
Surian,Michiel,1629,1
Surian,Pisani,1414,1
Surian,Malipiero,1532,1
Surian,Marcello,1450,1
Surian,Malipiero,1593,1
Surian,Trevisan,1615,2
Surian,Garzoni,1568,1
Surian,Duodo,1442,1
Surian,Dolfin,1572,1
Surian,Michiel,1465,1
Surian,Battagia,1567,1
,Capello,1540,1
,Benzon,1557,1
Tagliapietra,Querini,1511,1
Tagliapietra,Donato,1526,1
Tagliapietra,Donato,1526,1
Tagliapietra,Battagia,1574,1
Tagliapietra,Valier,1414,1
Tagliapietra,Gradenigo,,1
Tagliapietra,Dolfin,1421,1
Tagliapietra,Bondumier,1414,1
Tagliapietra,Orio,1473,1
Tagliapietra,Polani,1623,1
Tagliapietra,Contarini,1460,1
Tagliapietra,Michiel,1623,1
Tagliapietra,Morosini,1552,1
Tagliapietra,Malipiero,1557,2
Tagliapietra,Trevisan,1561,1
Tagliapietra,Contarini,1614,1
Tagliapietra,Soranzo,1603,1
Tagliapietra,Foscarini,1409,1
Tagliapietra,Tiepolo,1553,1
Tagliapietra,Emo,1662,1
Tagliapietra,Zorzi,1488,1
Tagliapietra,Trevisan,1559,1
Tagliapietra,Querini,1543,1
Tagliapietra,Foscarini,1629,1
Tagliapietra,Memmo,1591,1
Tagliapietra,Gradenigo,1461,1
Tagliapietra,Bragadin,1426,1
,Marcello,1490,1
,Lombardo,1409,1
,Nosadini,,1
,Michiel,1824,1
,Balbi,1762,1
Tasca,Duodo,1654,1
Tasca,Papafava,1688,1
Tasca,Balbi,1766,1
Tasca,Bollani,1731,1
Tasca,Maffetti,,1
Tasca,Morelli,1774,1
,Borini,,1
,Michiel,1747,1
,Marin,1487,1
,Collalto,,1
,Vizzamano,1666,1
,Canal,1464,1
,Marin,1776,1
,Albrizzi,1796,1
,Corner,1432,1
,Bembo,,1
,Barbaro,1473,1
,Salamon,1440,3
,Barbaro,1663,1
,Cavagnis,1696,1
,Marcello,1470,1
,Corner,1678,1
,Collalto,1678,1
Tiepolo,Trevisan,1652,1
Tiepolo,Barbaro,1664,2
Tiepolo,Venier,1475,1
Tiepolo,Zane,1613,1
Tiepolo,Sanudo,1497,1
Tiepolo,Donato,1710,1
Tiepolo,Valier,1650,1
Tiepolo,Pasqualigo,1543,1
Tiepolo,Valier,1550,1
Tiepolo,Soderini,1770,1
Tiepolo,Bernardo,1511,1
Tiepolo,Orio,1576,1
Tiepolo,Priuli,1700,1
Tiepolo,Trevisan,1598,1
Tiepolo,Zane,1582,1
Tiepolo,Priuli,1701,1
Tiepolo,Balbi,1700,2
Tiepolo,Mora,1791,1
Tiepolo,Mosto,1448,1
Tiepolo,Guoro,1604,1
Tiepolo,Gritti,1768,1
Tiepolo,Michiel,1544,1
Tiepolo,Sagredo,1565,1
Tiepolo,Barozzi,1605,1
Tiepolo,Duodo,1558,1
Tiepolo,Malipiero,1562,2
Tiepolo,Baseggio,1704,1
Tiepolo,Soranzo,1418,1
Tiepolo,Massoli,1537,1
Tiepolo,Bragadin,1667,1
Tiepolo,Cocco,1669,2
Tiepolo,Pesaro,1711,1
Tiepolo,Contarini,1498,1
Tiepolo,Morosini,1503,1
Tiepolo,Contarini,1430,1
Tiepolo,Corner,1681,1
Tiepolo,Balbi,1725,1
Tiepolo,Trevisan,1608,1
Tiepolo,Canal,1591,1
Tiepolo,Giustinian,1806,1
Tiepolo,Canal,1522,1
Tiepolo,Duodo,1589,1
Tiepolo,Sagredo,1492,1
Tiepolo,Contarini,1654,1
Tiepolo,Giustinian,1663,2
Tiepolo,Malipiero,1551,1
Tiepolo,Marin,1729,1
Tiepolo,Boldu,1607,1
Tiepolo,Lion,1594,1
Tiepolo,Venier,1451,1
Tiepolo,Bondumier,1428,1
Tiepolo,Bollani,1613,1
Tiepolo,Duodo,1566,1
Tiepolo,Cocco,1761,1
Tiepolo,Briani,1569,1
Tiepolo,Corner,1556,1
Tiepolo,Deddo,1531,1
Tiepolo,Baseggio,1608,1
Tiepolo,Zorzi,1515,1
Tiepolo,Querini,1650,1
Tiepolo,Grimani,1591,1
Tiepolo,Pizzamano,1579,1
Tiepolo,Deddo,1557,1
Tiepolo,Nani,1812,1
Tiepolo,Corner,1517,1
Tiepolo,Balbi,1576,1
Tiepolo,Morosini,1542,1
Tiepolo,Marin,1557,1
Tiepolo,Da Lezze,1549,1
Tiepolo,Savorgnan,1777,1
Tiepolo,Contarini,1590,1
Tiepolo,Morosini,1596,1
Tiepolo,Barbarigo,1681,1
Tiepolo,Zeno,1550,1
Tiepolo,Minio,1656,1
Tiepolo,Barozzi,1661,2
Tiepolo,Zorzi,1598,1
Tiepolo,Marcello,1578,1
Tiepolo,Zeno,1550,1
Tiepolo,Michiel,1548,1
Tiepolo,Moro,1506,1
Tiepolo,Bollani,1564,1
Tiepolo,Capello,1538,1
Tiepolo,Giustinian,1545,2
Tiepolo,Mocenigo,1522,1
Tiepolo,Malipiero,1523,1
,Querini,1815,1
,Corner,1610,1
Tinto,Zeno,1573,1
Tinto,Zane,1592,1
,Bon,1616,1
,Marcello,1429,1
,Malipiero,1661,1
,Deddo,1663,1
,Michiel,1654,1
Toderini,Veronese,1704,1
Toderini,Gritti,1716,1
Toderini,Papafava,1788,1
,Gabriel,1503,1
,Pasqualigo,1521,2
,Gabriel,1503,1
,De Cologna,,1
,Antelmi,1665,1
,Contarini,1655,1
,Capello,1653,1
,Badoer,1791,1
,Tagliapietra,1482,1
,Corner,1505,1
,Da Riva,1433,1
,Ferro,1429,1
,Corner,1542,1
,Zantani,1503,1
,Bembo,1753,1
,Trevisan,1662,1
,Da Molin,1621,1
,Collalto,1557,1
,Collalto,1574,2
,Calbo,1514,1
,Da Molin,1511,1
,Contarini,1754,1
,Moro,1759,1
,Venier,1796,1
,Ottoboni,1594,1
,Minio,1734,1
,Collalto,1617,1
,Magno,1663,1
,Corner,1749,1
,Flangini,,1
,Zolio,1652,1
,Morosini,1664,1
,Zacco,1653,1
,Lucca,,1
,Bembo,1726,1
,Catti,1737,1
,Raspi,1725,1
,Giustinian,1816,1
,Contarini,1730,1
Trevisan,Balbi,1676,1
Trevisan,Tiepolo,1640,1
Trevisan,Priuli,1497,1
Trevisan,Correr,1641,1
Trevisan,Canal,1408,1
Trevisan,Ferro,1507,1
Trevisan,Venier,1580,1
Trevisan,Boldu,1635,1
Trevisan,Contarini,1608,1
Trevisan,Tron,1394,1
Trevisan,Bragadin,1494,1
Trevisan,Collalto,1564,1
Trevisan,Morosini,1522,1
Trevisan,Contarini,,1
Trevisan,Barbaro,1486,1
Trevisan,Bellotto,1684,1
Trevisan,Zeno,1565,1
Trevisan,Baffo,1419,1
Trevisan,Venier,1562,1
Trevisan,Priuli,1424,1
Trevisan,Longo,1518,1
Trevisan,Trevisan,1458,1
Trevisan,Canal,1491,1
Trevisan,Donato,1596,1
Trevisan,Marin,1413,1
Trevisan,Trevisan,1450,1
Trevisan,Deddo,1615,1
Trevisan,Foscarini,1422,1
Trevisan,Malipiero,1406,1
Trevisan,Navager,1415,1
Trevisan,Erizzo,1496,1
Trevisan,Minio,1750,1
Trevisan,Mocenigo,1471,1
Trevisan,Barbaro,1471,1
Trevisan,Bernardo,1541,1
Trevisan,Grimani,1546,1
Trevisan,Girardo,1649,1
Trevisan,Gritti,1583,1
Trevisan,Pasqualigo,1534,1
Trevisan,Querini,,1
Trevisan,Boldu,1515,1
Trevisan,D'Avanzago,1569,1
Trevisan,Dolfin,1542,1
Trevisan,Dolfin,1533,1
Trevisan,Zeno,1548,2
Trevisan,Bon,1578,1
Trevisan,Contarini,1501,1
Trevisan,Vitturi,1489,1
Trevisan,Bondumier,1522,1
Trevisan,Minio,1455,1
Trevisan,Morosini,1480,1
Trevisan,Contarini,1642,1
Trevisan,Foscari,1417,1
Trevisan,Paruta,1745,1
Trevisan,Malipiero,1549,1
Trevisan,Condulmer,1526,1
Trevisan,Tiepolo,1611,1
Trevisan,Coppo,1422,1
Trevisan,Giustinian,1601,1
Trevisan,Priuli,1511,1
Trevisan,Donato,1551,1
Trevisan,Querini,1598,1
Trevisan,Giustinian,1532,1
Trevisan,Bragadin,1561,1
Trevisan,Balbi,1488,1
Trevisan,Bragadin,1529,1
Trevisan,Pisani,1421,1
Trevisan,Giustinian,1542,1
Trevisan,Basadonna,1550,1
Trevisan,Venier,1642,1
Trevisan,Gussoni,1638,1
Trevisan,Zorzi,1486,1
Trevisan,Pizzamano,1756,1
Trevisan,Malipiero,1648,1
Trevisan,Valaresso,1415,1
Trevisan,Da Molin,1421,1
Trevisan,Contarini,1519,1
Trevisan,Donato,1424,1
Trevisan,Trevisan,1531,1
Trevisan,Da Molin,1464,1
Trevisan,Contarini,1417,1
Trevisan,Malipiero,1487,1
Trevisan,Tron,1542,1
Trevisan,Balbi,1587,1
Trevisan,Tron,1544,1
Trevisan,Morosini,1637,1
Trevisan,Emo,1660,2
Trevisan,Marcello,1495,1
Trevisan,Donato,1702,1
Trevisan,Pasqualigo,1519,1
Trevisan,Balbi,1584,1
Trevisan,Falier,1492,1
Trevisan,Soranzo,1663,1
Trevisan,Pisani,1667,2
Trevisan,Gradenigo,1460,1
Trevisan,Tron,1401,1
Trevisan,Loredan,1410,1
Trevisan,Marcello,1457,1
Trevisan,Marcello,1541,1
Trevisan,Soranzo,1543,1
Trevisan,Zeno,1521,1
Trevisan,Pisani,1571,1
Trevisan,Sanudo,1483,1
Trevisan,Da Molin,1548,1
Trevisan,Vendramin,1639,1
Trevisan,Renier,1534,1
Trevisan,Donato,1568,1
Trevisan,Deddo,1676,1
Trevisan,Loredan,,1
Trevisan,Dolfin,1557,1
Trevisan,Michiel,1522,1
Trevisan,Grimani,1620,1
Trevisan,Caravello,1487,1
Trevisan,Sagredo,1762,1
Trevisan,Donato,1396,1
Trevisan,Marcello,1383,1
Trevisan,Cocco,,1
Trevisan,Bon,,1
Trevisan,Contarini,1461,1
Trevisan,Ponte,1414,1
Trevisan,Basadonna,1425,1
Trevisan,Tron,1464,1
Trevisan,Loredan,1645,1
Trevisan,Dandolo,1573,1
Trevisan,Bembo,1526,1
Trevisan,Navager,1456,1
Trevisan,Canal,1517,1
Trevisan,Capello,1551,1
Trevisan,Bragadin,1616,1
Trevisan,Basadonna,1616,1
Trevisan,Corner,1386,1
Trevisan,Giustinian,1456,1
Trevisan,Barbo,1486,1
Trevisan,Vitturi,1776,1
Trevisan,Bollani,1577,1
Trevisan,Lippomano,1443,1
Trevisan,Orio,1435,1
Trevisan,Barozzi,1533,1
Trevisan,Zane,1490,1
Trevisan,Capello,1495,2
Trevisan,Capello,1639,1
Trevisan,Correr,1582,1
Trevisan,Soderini,1683,1
Trevisan,Sanudo,1547,1
Trevisan,Pisani,1714,1
Trevisan,Pesaro,1547,1
Trevisan,Bembo,1531,1
Trevisan,Venier,1408,1
Trevisan,Contarini,1443,1
Trevisan,Contarini,1482,1
Trevisan,Balbi,1486,1
Trevisan,Venier,1550,1
Trevisan,Priuli,1560,1
Trevisan,Pasqualigo,1519,1
Trevisan,Soranzo,1495,1
Trevisan,Gradenigo,1564,1
Trevisan,Corner,1609,1
Trevisan,Pasqualigo,1591,1
Trevisan,Briani,1596,2
Trevisan,Priuli,1486,1
Trevisan,Boldu,1487,1
Trevisan,Barbaro,1583,1
Trevisan,Condulmer,1559,1
Trevisan,Canal,1739,1
,Calbo,1498,1
,D'Avanzago,1537,1
,Gradenigo,1425,1
,Bembo,1540,1
,Badoer,1463,1
,Collalto,1487,1
,Benzon,,1
,Surian,1577,1
,Giustinian,1633,1
,Corner,1770,1
,Bonlini,1778,1
,Bonlini,1760,1
,Collalto,1552,1
,Rosso,1712,1
,Gradenigo,1779,1
Tron,Storladi,1405,1
Tron,Polani,1414,2
Tron,Morosini,1424,3
Tron,Corner,1521,1
Tron,Lippomano,1576,1
Tron,Soranzo,1506,1
Tron,Correr,1513,2
Tron,Marin,1534,1
Tron,Condulmer,1776,1
Tron,Balbi,1780,1
Tron,Arimondo,1533,1
Tron,Duodo,1445,1
Tron,Moro,1542,1
Tron,Michiel,1457,1
Tron,Dolfin,1464,1
Tron,Querini,1702,1
Tron,Donato,1792,1
Tron,Priuli,1419,1
Tron,Giustinian,1550,1
Tron,Loredan,1550,1
Tron,Malipiero,1405,1
Tron,Valaresso,1491,1
Tron,Cavalli,1561,1
Tron,Barozzi,1482,1
Tron,Morosini,1417,1
Tron,Storladi,1415,1
Tron,Barozzi,1451,1
Tron,Garzoni,1534,1
Tron,Michiel,1505,1
Tron,Morosini,,1
Tron,Corner,1454,1
Tron,Marcello,1457,1
Tron,Veronese,1779,1
Tron,Contarini,1606,1
Tron,Da Lezze,1632,1
